name,price,status,shipping,free_returns,items_sold
"Broonel Profile Series Black Leather Protective Case 17.3"" Laptop Adjustable NEW",2499,Brand New,0,True,
LILLY PULITZER tech sleeve laptop bag NEW NWOT w/ bonus PHONE RING turtle,3500,Open Box,900,True,
Protective Case fr MacBook Pro 16 Inch A2485 2021 Rugged Hard Shell Bumper Cover,2999,Brand New,0,True,
17 - 17.3 Inch Neoprene Laptop Sleeve Bag Carrying Case/Notebook Computer Case/T,1715,Brand New,0,False,7
Glitter Rose Gold Leather Hard Case Cover Skin for Macbook Air Pro 13'' & Retina,1695,Brand New,199,True,
"Multicolored HardShell Protective Case for 2020 MacBook Pro13""A2289 A2338 M1 CPU",1499,Brand New,0,True,
New Listing2in1 Abstract Sea Blue Marble Hard Case For Macbook Pro Air 11 12 13 15 16 inch,599,Brand New,0,False,
New ListingKenneth Cole Reaction R Tech Black Laptop Bag Case Briefcase Messenger Bag,3999,Pre-Owned,1710,False,
"Incase Slim Sleeve Pouch Case w/Diamond Ripstop for MacBook Pro 15"" Retina Gray",999,Brand New,0,False,
"For Apple Macbook Pro 15"" Retina No CD ROM A1398 Hard Case Plastic Shell Cover",1690,Brand New,0,False,
Shop on eBay,2000,Brand New,,False,
Laptop Bag Case With Shoulder Strap For 14'' 15'' 15.6'' inch HP Lenovo Asus Mac,1695,Brand New,0,True,
Hard Shell Cover For MacBook Air 13 inch Case 2021 2020 A2337 M1 A2179 A1932 ,2469,Brand New,0,False,
Space Witchcraft Sun Moon Magic Hard Case For Macbook Air 13 Pro 16 13 14 15,3795,Brand New,0,True,
"Glossy Clear Hard Shell Case+Keyboard Cover Fr MacBook Air Pro 13"" 14"" M1 M2 16""",699,Brand New,0,False,157
New ListingKenneth Cole Reaction R Tech Black Laptop Bag Case Briefcase Messenger Bag,3999,Pre-Owned,1710,False,
"14"" Laptop Computer Sleeve Case Bag w Hidden Handle & Shoulder Strap 3005",1895,Brand New,0,False,
New ListingNWOT New Kate Spade travel sticker zippered laptop case 13 Sold Out,7500,Brand New,1705,False,
Speck Flaptop Sleeve Macbook Pro Retina 15 Inch Graphite Grey Electric Blue,999,Brand New,0,True,
"Soft-Touch Hard Shell Case Cover for 2018 Newest 13-inch MacBook Air 13.3"" A1932",1804,Brand New,0,True,
Anti Scratch Protective Hard Shell Case for Lenovo Ideapad 5 Pro 16ACH6 16IHU6,3599,Brand New,0,False,
Laptop Bag Sleeve Case Cover For MacBook Xiaomi HP Dell Lenovo12 13 14 15.6 inch,642,Brand New,172,False,
New ListingIncase sleeve Parra By Arkitip macbook Mac pro 15 Cloud Star Lighting Bolt,1500,Pre-Owned,1300,False,
PU Leather Laptop Sleeve Cover Case For MacBook Pro A2141 16 Inch Stand Cover US,872,Brand New,0,False,
"VanGoddy Laptop Messenger Travel School Bag Carry Case For 17.3"" HP OMEN 17/ENVY",4179,Brand New,0,True,
